movie_title,genres,plot_keywords,imdb_score,duration,imdb_score_norm,duration_norm,clean_genres,clean_keywords,embedding_data
The Pirates! Band of Misfits ,Adventure|Animation|Comedy|Family,charles darwin|cutlass|pirate|queen victoria|scientist,6.7,88.0,0.6623376623376623,0.1607142857142857,Adventure Animation Comedy Family,charles darwin cutlass pirate queen victoria scientist,the pirates! band of misfits  charles darwin cutlass pirate queen victoria scientist genre: Adventure Animation Comedy Family
Changeling ,Crime|Drama|Mystery|Thriller,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,7.8,141.0,0.8051948051948051,0.26587301587301587,Crime Drama Mystery Thriller,execution by hanging los angeles police department miscarriage of justice missing child wrongful conviction,changeling  execution by hanging los angeles police department miscarriage of justice missing child wrongful conviction genre: Crime Drama Mystery Thriller
Chain Reaction ,Action|Drama|Sci-Fi|Thriller,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,5.6,107.0,0.5194805194805194,0.1984126984126984,Action Drama Sci-Fi Thriller,cold fusion die hard scenario man with glasses on the run outrunning explosion,chain reaction  cold fusion die hard scenario man with glasses on the run outrunning explosion genre: Action Drama Sci-Fi Thriller
The Fan ,Action|Drama|Sport|Thriller,baseball|fan|obsession|salesman|san francisco giants,5.8,116.0,0.5454545454545454,0.21626984126984125,Action Drama Sport Thriller,baseball fan obsession salesman san francisco giants,the fan  baseball fan obsession salesman san francisco giants genre: Action Drama Sport Thriller
The Phantom of the Opera ,Drama|Musical|Romance|Thriller,based on stage musical based on novel|disfigurement|mask|opera|singer,7.4,143.0,0.7532467532467533,0.2698412698412698,Drama Musical Romance Thriller,based on stage musical based on novel disfigurement mask opera singer,the phantom of the opera  based on stage musical based on novel disfigurement mask opera singer genre: Drama Musical Romance Thriller
Elizabeth: The Golden Age ,Biography|Drama|History|War,court|intrigue|queen|spain|virgin,6.9,114.0,0.6883116883116883,0.21230158730158727,Biography Drama History War,court intrigue queen spain virgin,elizabeth: the golden age  court intrigue queen spain virgin genre: Biography Drama History War
Æon Flux ,Action|Sci-Fi,based on cult favorite|disease|female hero|female protagonist|future,5.5,93.0,0.5064935064935064,0.1706349206349206,Action Sci-Fi,based on cult favorite disease female hero female protagonist future,æon flux  based on cult favorite disease female hero female protagonist future genre: Action Sci-Fi
Gods and Generals ,Drama|History|War,confederacy|hero|prequel|stonewall jackson|war hero,6.3,280.0,0.6103896103896104,0.5416666666666667,Drama History War,confederacy hero prequel stonewall jackson war hero,gods and generals  confederacy hero prequel stonewall jackson war hero genre: Drama History War
Turbulence ,Action|Thriller,airplane|christmas|marshal|pilot|u.s. marshal,4.7,100.0,0.4025974025974026,0.1845238095238095,Action Thriller,airplane christmas marshal pilot u.s. marshal,turbulence  airplane christmas marshal pilot u.s. marshal genre: Action Thriller
Imagine That ,Comedy|Drama|Family|Fantasy,blanket|competition|family relationships|feather|sleepover,5.6,107.0,0.5194805194805194,0.1984126984126984,Comedy Drama Family Fantasy,blanket competition family relationships feather sleepover,imagine that  blanket competition family relationships feather sleepover genre: Comedy Drama Family Fantasy
Muppets Most Wanted ,Adventure|Comedy|Crime|Family|Musical,europe|frog|gulag|prison break|puppet,6.4,119.0,0.6233766233766234,0.2222222222222222,Adventure Comedy Crime Family Musical,europe frog gulag prison break puppet,muppets most wanted  europe frog gulag prison break puppet genre: Adventure Comedy Crime Family Musical
Thunderbirds ,Action|Adventure|Comedy|Family|Sci-Fi,astronaut|island|lady penelope|rescue|the hood,4.2,95.0,0.33766233766233766,0.1746031746031746,Action Adventure Comedy Family Sci-Fi,astronaut island lady penelope rescue the hood,thunderbirds  astronaut island lady penelope rescue the hood genre: Action Adventure Comedy Family Sci-Fi
Burlesque ,Drama|Music|Musical|Romance,burlesque|dancer|iowa|small town girl|stage,6.4,119.0,0.6233766233766234,0.2222222222222222,Drama Music Musical Romance,burlesque dancer iowa small town girl stage,burlesque  burlesque dancer iowa small town girl stage genre: Drama Music Musical Romance
A Very Long Engagement ,Drama|Mystery|Romance|War,court martial|death|girl|no man's land|soldier,7.7,133.0,0.7922077922077921,0.25,Drama Mystery Romance War,court martial death girl no man's land soldier,a very long engagement  court martial death girl no man's land soldier genre: Drama Mystery Romance War
Lolita ,Crime|Drama|Romance,lolita|nymphet|older man young girl relationship|professor|writer,7.7,152.0,0.7922077922077921,0.2876984126984127,Crime Drama Romance,lolita nymphet older man young girl relationship professor writer,lolita  lolita nymphet older man young girl relationship professor writer genre: Crime Drama Romance
Eye See You ,Crime|Horror|Mystery|Thriller,drill in the eye|eye gouging|hanged woman|murder|peep hole,5.3,96.0,0.48051948051948046,0.17658730158730157,Crime Horror Mystery Thriller,drill in the eye eye gouging hanged woman murder peep hole,eye see you  drill in the eye eye gouging hanged woman murder peep hole genre: Crime Horror Mystery Thriller
Blade II ,Action|Horror|Sci-Fi|Thriller,blade the character|cult film|mutation|vampire|warrior,6.7,117.0,0.6623376623376623,0.21825396825396823,Action Horror Sci-Fi Thriller,blade the character cult film mutation vampire warrior,blade ii  blade the character cult film mutation vampire warrior genre: Action Horror Sci-Fi Thriller
Seven Pounds ,Drama|Romance,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,7.7,123.0,0.7922077922077921,0.23015873015873015,Drama Romance,boyfriend girlfriend relationship heart main character dies organ donor redemption,seven pounds  boyfriend girlfriend relationship heart main character dies organ donor redemption genre: Drama Romance
Bullet to the Head ,Action|Thriller,bar|bullet|corruption|detective|lawyer,5.7,92.0,0.5324675324675324,0.16865079365079363,Action Thriller,bar bullet corruption detective lawyer,bullet to the head  bar bullet corruption detective lawyer genre: Action Thriller
The Godfather: Part III ,Crime|Drama,1970s|family relationships|mob hit|opera|repeating history,7.6,170.0,0.7792207792207791,0.3234126984126984,Crime Drama,1970s family relationships mob hit opera repeating history,the godfather: part iii  1970s family relationships mob hit opera repeating history genre: Crime Drama
Elizabethtown ,Comedy|Drama|Romance,flight|flight attendant|kentucky|shoes|travel,6.4,123.0,0.6233766233766234,0.23015873015873015,Comedy Drama Romance,flight flight attendant kentucky shoes travel,elizabethtown  flight flight attendant kentucky shoes travel genre: Comedy Drama Romance
"You, Me and Dupree ",Comedy|Romance,best friend|foot fetish|houseguest|newlywed|wedding,5.6,110.0,0.5194805194805194,0.20436507936507936,Comedy Romance,best friend foot fetish houseguest newlywed wedding,"you, me and dupree  best friend foot fetish houseguest newlywed wedding genre: Comedy Romance"
Superman II ,Action|Adventure|Romance|Sci-Fi,alien invasion|based on comic book|flying superhero|phantom zone|revenge,6.8,116.0,0.6753246753246752,0.21626984126984125,Action Adventure Romance Sci-Fi,alien invasion based on comic book flying superhero phantom zone revenge,superman ii  alien invasion based on comic book flying superhero phantom zone revenge genre: Action Adventure Romance Sci-Fi
Gigli ,Comedy|Crime|Romance,gangster|hospital|lesbian|mob|thug,2.4,121.0,0.10389610389610385,0.22619047619047616,Comedy Crime Romance,gangster hospital lesbian mob thug,gigli  gangster hospital lesbian mob thug genre: Comedy Crime Romance
All the King's Men ,Drama|Thriller,governor|journalist|louisiana|mistress|politician,6.2,128.0,0.5974025974025974,0.24007936507936506,Drama Thriller,governor journalist louisiana mistress politician,all the king's men  governor journalist louisiana mistress politician genre: Drama Thriller
Shaft ,Action|Crime|Thriller,blaxploitation|detective|drugs|shaft|trial,5.9,99.0,0.5584415584415584,0.18253968253968253,Action Crime Thriller,blaxploitation detective drugs shaft trial,shaft  blaxploitation detective drugs shaft trial genre: Action Crime Thriller
Anastasia ,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,7.1,94.0,0.7142857142857142,0.17261904761904762,Adventure Animation Drama Family Fantasy Musical Mystery Romance,amnesia reference to anastasia romanov romanov russia russian revolution,anastasia  amnesia reference to anastasia romanov romanov russia russian revolution genre: Adventure Animation Drama Family Fantasy Musical Mystery Romance
Moulin Rouge! ,Drama|Musical|Romance,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,7.6,127.0,0.7792207792207791,0.23809523809523808,Drama Musical Romance,death of main character eiffel tower paris jealousy tragedy two suitors,moulin rouge!  death of main character eiffel tower paris jealousy tragedy two suitors genre: Drama Musical Romance
Domestic Disturbance ,Crime|Mystery|Thriller,amateur detective|boat builder|boy|stepfather|witness,5.5,89.0,0.5064935064935064,0.16269841269841268,Crime Mystery Thriller,amateur detective boat builder boy stepfather witness,domestic disturbance  amateur detective boat builder boy stepfather witness genre: Crime Mystery Thriller
Black Mass ,Biography|Crime|Drama,based on true story|boston massachusetts|fbi agent|gangster|true crime,7.0,123.0,0.7012987012987012,0.23015873015873015,Biography Crime Drama,based on true story boston massachusetts fbi agent gangster true crime,black mass  based on true story boston massachusetts fbi agent gangster true crime genre: Biography Crime Drama
Flags of Our Fathers ,Drama|History|War,imperial japan|japan|japanese army|japanese soldier|world war two,7.1,135.0,0.7142857142857142,0.25396825396825395,Drama History War,imperial japan japan japanese army japanese soldier world war two,flags of our fathers  imperial japan japan japanese army japanese soldier world war two genre: Drama History War
Law Abiding Citizen ,Crime|Drama|Thriller,attorney|deal|district attorney|investigation|justice,7.4,118.0,0.7532467532467533,0.22023809523809523,Crime Drama Thriller,attorney deal district attorney investigation justice,law abiding citizen  attorney deal district attorney investigation justice genre: Crime Drama Thriller
Grindhouse ,Action|Horror|Thriller,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,7.6,189.0,0.7792207792207791,0.3611111111111111,Action Horror Thriller,anthropophagus blood and gore double feature real twins playing twins zombie,grindhouse  anthropophagus blood and gore double feature real twins playing twins zombie genre: Action Horror Thriller
Beloved ,Drama|History|Horror,farm|freedom|ohio|slavery|spirit,5.9,172.0,0.5584415584415584,0.3273809523809524,Drama History Horror,farm freedom ohio slavery spirit,beloved  farm freedom ohio slavery spirit genre: Drama History Horror
Lucky You ,Drama|Romance|Sport,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,5.9,124.0,0.5584415584415584,0.23214285714285712,Drama Romance Sport,losing poker poker player reference to frederic chopin reference to johannes brahms,lucky you  losing poker poker player reference to frederic chopin reference to johannes brahms genre: Drama Romance Sport
Catch Me If You Can ,Biography|Crime|Drama,attorney|cat and mouse|fbi|pan am|pilot,8.0,141.0,0.8311688311688311,0.26587301587301587,Biography Crime Drama,attorney cat and mouse fbi pan am pilot,catch me if you can  attorney cat and mouse fbi pan am pilot genre: Biography Crime Drama
Zero Dark Thirty ,Drama|History|Thriller,al qaeda|cia|interrogation|lie|navy seal,7.4,157.0,0.7532467532467533,0.2976190476190476,Drama History Thriller,al qaeda cia interrogation lie navy seal,zero dark thirty  al qaeda cia interrogation lie navy seal genre: Drama History Thriller
The Break-Up ,Comedy|Drama|Romance,art|break up|football video game|kitchen|talking to one's self in a mirror,5.8,106.0,0.5454545454545454,0.1964285714285714,Comedy Drama Romance,art break up football video game kitchen talking to one's self in a mirror,the break-up  art break up football video game kitchen talking to one's self in a mirror genre: Comedy Drama Romance
Mamma Mia! ,Comedy|Family|Musical|Romance,bride|greece|island|mediterranean|wedding,6.3,108.0,0.6103896103896104,0.20039682539682538,Comedy Family Musical Romance,bride greece island mediterranean wedding,mamma mia!  bride greece island mediterranean wedding genre: Comedy Family Musical Romance
Valentine's Day ,Comedy|Romance,flower|indian restaurant|tv station|valentine|valentine's day,5.7,125.0,0.5324675324675324,0.2341269841269841,Comedy Romance,flower indian restaurant tv station valentine valentine's day,valentine's day  flower indian restaurant tv station valentine valentine's day genre: Comedy Romance
